,quyu,home_num,size,chaoxiang,jianzao,tags,city
1333,0,2,70.6,0,1996.0,1,0
1334,0,1,53.2,2,2015.0,1,0
1335,0,2,68.8,0,1992.0,1,0
1336,1,2,86.8,0,2012.0,1,0
1337,0,2,67.1,0,1988.0,1,0
1338,0,3,91.0,1,2001.0,1,0
1339,1,4,110.7,0,2008.0,1,0
1340,0,3,122.4,0,2010.0,1,0
1341,0,3,93.4,0,2002.0,1,0
1342,1,2,77.9,7,2003.0,1,0
1343,1,2,87.0,0,2002.0,1,0
1344,0,4,78.9,0,1991.0,1,0
1345,0,2,116.2,9,2014.0,1,0
1346,0,2,89.3,0,2000.0,1,0
1347,0,3,82.2,0,1999.0,1,0
1348,0,3,104.7,0,1998.0,1,0
1349,0,2,79.0,0,2000.0,1,0
1350,0,2,87.8,4,2004.0,1,0
1351,0,3,94.5,0,2006.0,1,0
1352,0,3,96.2,0,2010.0,1,0
1353,1,3,82.2,2,2002.0,1,0
1354,0,3,95.7,0,2001.0,1,0
1355,0,3,91.9,0,2001.0,0,0
1356,0,3,106.0,0,2000.0,1,0
1357,0,3,126.6,3,2005.0,1,0
1358,0,3,54.4,1,2000.0,1,0
1359,0,2,70.5,5,2011.0,1,0
1360,0,3,75.5,0,1995.0,1,0
1361,0,2,77.5,3,2001.0,1,0
1362,0,2,69.6,0,1999.0,1,0
1363,0,3,76.2,0,1987.0,1,0
1364,0,2,74.7,0,2000.0,1,0
1365,0,2,77.6,3,1992.0,1,0
1366,0,2,68.6,3,1998.0,1,0
1367,1,3,96.3,5,2007.0,1,0
1368,0,2,51.0,7,2003.0,1,0
1369,0,3,97.2,0,2005.0,1,0
1370,0,3,124.6,2,2018.0,1,0
1371,0,2,78.6,0,2000.0,1,0
1372,0,2,90.1,3,2006.0,1,0
1373,0,2,82.6,0,2020.0,1,0
1374,0,3,88.5,0,1997.0,1,0
1375,0,2,95.8,0,2003.0,1,0
1376,2,3,108.7,0,2017.0,1,0
1377,0,1,92.9,1,2011.0,1,0
1378,0,3,125.1,0,2000.0,1,0
1379,0,4,136.4,0,2004.0,1,0
1380,1,2,78.8,2,2002.0,1,0
1381,1,3,94.3,0,2007.0,1,0
1382,0,2,69.4,0,1990.0,1,0
1383,0,2,77.3,1,1995.0,1,0
1384,0,3,97.1,0,2001.0,1,0
1385,0,2,76.3,0,1995.0,1,0
1386,0,3,127.6,0,2002.0,1,0
1387,0,2,60.0,5,1989.0,1,0
1388,0,3,82.6,0,2000.0,1,0
1389,0,2,62.7,0,1988.0,1,0
1390,1,3,96.3,0,2007.0,1,0
1391,0,3,117.4,1,2005.0,1,0
1392,0,3,98.4,0,2004.0,1,0
1393,0,2,68.8,0,1995.0,1,0
1394,0,2,76.5,7,2003.0,1,0
1395,0,3,87.1,0,2000.0,0,0
1396,1,3,90.0,0,1993.0,1,0
1397,0,2,87.9,0,1997.0,1,0
1398,0,2,76.1,1,2003.0,0,0
1399,0,3,91.2,0,2000.0,0,0
1400,0,4,109.5,0,2002.0,1,0
1401,0,3,102.4,0,1997.0,1,0
1402,0,2,68.2,1,1993.0,1,0
1403,0,2,72.0,1,1998.0,1,0
1404,0,2,71.9,0,1985.0,1,0
1405,0,2,72.1,0,1990.0,1,0
1406,0,3,103.3,7,2008.0,1,0
1407,0,3,121.5,0,2000.0,1,0
1408,0,3,98.4,4,2006.0,1,0
1409,0,3,90.0,1,2009.0,1,0
1410,0,2,47.0,9,2002.0,1,0
1411,0,3,97.8,7,2005.0,1,0
1412,1,2,63.3,1,2000.0,1,0
1413,0,2,81.7,0,1989.0,1,0
1414,0,3,86.0,0,2000.0,0,0
1415,0,2,93.7,1,2012.0,1,0
1416,0,2,77.0,0,1996.0,1,0
1417,0,2,70.9,2,2014.0,1,0
1418,0,3,132.3,8,2004.0,1,0
1419,2,3,97.1,0,2020.0,1,0
1420,0,4,100.9,0,1998.0,1,0
1421,0,2,88.9,1,1998.0,1,0
1422,0,3,89.2,0,1998.0,1,0
1423,0,3,88.8,0,2006.0,1,0
1424,0,2,63.5,7,2004.0,1,0
1425,0,3,127.4,0,2003.0,1,0
1426,2,4,97.2,5,2016.0,1,0
1427,0,2,63.4,1,1987.0,1,0
1428,1,3,111.7,0,2000.0,1,0
1429,0,3,77.3,0,2002.0,1,0
1430,0,2,82.9,6,2004.0,1,0
1431,0,3,138.5,0,2005.0,1,0
1432,0,2,58.7,0,2000.0,1,0
1433,0,3,46.3,3,2005.0,1,0
1434,1,3,66.9,0,1994.0,1,0
1435,0,2,55.4,0,1980.0,1,0
1436,1,3,85.1,1,2000.0,1,0
1437,0,3,127.5,0,2003.0,1,0
1438,0,3,72.5,0,2000.0,1,0
1439,0,2,85.0,0,2000.0,0,0
1440,0,2,89.5,3,2011.0,1,0
1441,1,2,70.3,0,1995.0,1,0
1442,0,3,82.8,1,1999.0,1,0
1443,0,2,61.0,4,1990.0,1,0
1444,0,3,93.1,1,1999.0,1,0
1445,0,2,83.0,0,2002.0,0,0
1446,1,3,77.1,1,1998.0,1,0
1447,0,4,86.8,0,2004.0,1,0
1448,1,3,111.3,1,2004.0,1,0
1449,0,2,90.1,7,2001.0,1,0
1450,0,2,72.4,1,2005.0,1,0
1451,0,2,75.1,0,1993.0,1,0
1452,0,1,89.3,7,2011.0,1,0
1453,0,2,71.0,0,1995.0,1,0
1454,0,2,49.8,8,2005.0,1,0
1455,0,2,77.1,0,2000.0,1,0
1456,0,3,62.7,6,1989.0,1,0
1457,1,4,126.7,0,2000.0,1,0
1458,0,3,135.0,0,2000.0,1,0
1459,0,2,70.9,6,2015.0,1,0
1460,0,3,98.6,0,1992.0,1,0
1461,0,3,134.8,6,1994.0,1,0
1462,0,2,90.0,0,2014.0,1,0
1463,1,2,87.0,1,2013.0,1,0
1464,1,2,81.6,0,2005.0,1,0
1465,1,3,89.9,1,2011.0,1,0
1466,0,3,125.4,3,2000.0,1,0
1467,1,2,86.4,0,1997.0,1,0
1468,0,2,85.4,5,2003.0,1,0
1469,0,2,67.0,6,2001.0,1,0
1470,0,3,134.0,0,2003.0,1,0
1471,0,2,78.8,0,1989.0,1,0
1472,1,3,95.9,3,2007.0,1,0
1473,0,2,72.5,0,2000.0,1,0
1474,1,2,93.9,8,2006.0,1,0
1475,0,4,113.9,0,2003.0,1,0
1476,0,3,129.1,0,2000.0,1,0
1477,0,3,50.1,1,2000.0,1,0
1478,0,3,57.0,0,2007.0,1,0
1479,0,3,81.1,0,1988.0,1,0
1480,0,3,130.9,5,2015.0,1,0
1481,0,2,74.2,4,2001.0,1,0
1482,0,3,127.6,0,2005.0,1,0
1483,0,2,53.0,5,2011.0,1,0
1484,0,2,68.9,0,1998.0,1,0
1485,0,2,69.7,0,2006.0,1,0
1486,1,2,92.3,0,2000.0,1,0
1487,0,3,123.8,0,2001.0,1,0
1488,0,2,80.4,6,2004.0,1,0
1489,1,2,81.8,2,1995.0,1,0
1490,0,3,128.1,0,2014.0,1,0
1491,0,2,77.0,0,2000.0,1,0
1492,1,3,86.9,0,2005.0,1,0
1493,1,1,57.4,1,2018.0,1,0
1494,0,2,75.1,0,1990.0,1,0
1495,0,4,130.3,0,2000.0,1,0
1496,0,3,123.1,0,2006.0,1,0
1497,0,3,137.7,3,2003.0,1,0
1498,1,3,86.9,0,1999.0,1,0
1499,1,3,88.3,0,1998.0,1,0
1500,0,2,61.1,0,1991.0,1,0
1501,0,2,73.9,3,1997.0,1,0
1502,2,4,95.9,1,2017.0,1,0
1503,0,2,80.3,0,2001.0,0,0
1504,0,2,61.0,0,1988.0,1,0
1505,1,3,115.7,7,1996.0,1,0
1506,0,2,83.0,0,1999.0,1,0
1507,2,3,97.6,1,2016.0,1,0
1508,1,3,97.4,1,2004.0,1,0
1509,0,3,75.9,0,1996.0,1,0
1510,0,3,107.5,0,2003.0,1,0
1511,0,2,91.6,0,1998.0,1,0
1512,0,2,62.5,0,1986.0,1,0
1513,0,2,73.0,0,1995.0,1,0
1514,0,1,52.4,1,2014.0,1,0
1515,0,3,90.6,8,2011.0,1,0
1516,1,3,88.7,0,1995.0,1,0
1517,0,2,75.1,0,1996.0,1,0
1518,0,2,75.9,8,1997.0,1,0
1519,0,4,98.5,0,2019.0,1,0
1520,0,3,106.9,0,2000.0,1,0
1521,2,3,97.1,0,2020.0,1,0
1522,0,3,112.1,0,1999.0,1,0
1523,2,3,97.6,0,2020.0,1,0
1524,1,3,102.9,0,2000.0,1,0
1525,0,3,97.9,3,1990.0,1,0
1526,1,3,97.0,1,2000.0,1,0
1527,0,2,73.8,0,2005.0,1,0
1528,1,3,134.4,3,2005.0,1,0
1529,0,3,131.0,0,2013.0,1,0
1530,1,2,87.8,0,2005.0,1,0
1531,0,3,70.3,0,1990.0,1,0
1532,0,3,93.0,0,1996.0,1,0
1533,0,2,84.2,0,1999.0,1,0
1534,0,2,70.0,0,1996.0,1,0
1535,0,3,69.9,0,2017.0,1,0
1536,0,3,45.4,8,2005.0,1,0
1537,1,2,75.5,1,2000.0,1,0
1538,0,2,77.5,0,1996.0,1,0
1539,1,3,98.9,0,2000.0,1,0
1540,0,2,87.0,0,2008.0,1,0
1541,1,2,84.7,4,2006.0,1,0
1542,1,2,66.6,0,2000.0,1,0
1543,0,2,67.1,0,1987.0,1,0
1544,1,2,78.7,0,2006.0,1,0
1545,4,2,90.3,2,2000.0,1,0
1546,0,3,106.3,6,2008.0,1,0
1547,0,2,98.1,0,2011.0,1,0
1548,0,2,72.0,0,1986.0,1,0
1549,1,3,114.6,0,1997.0,1,0
1550,0,4,125.5,6,2005.0,1,0
1551,0,3,101.9,0,1996.0,1,0
1552,0,3,139.0,0,2000.0,1,0
1553,0,3,93.6,0,1995.0,1,0
1554,0,2,78.1,0,1987.0,1,0
1555,0,2,90.4,4,2000.0,1,0
1556,0,4,117.4,0,1999.0,1,0
1557,1,2,88.0,6,1998.0,1,0
1558,0,3,101.4,1,2008.0,1,0
1559,1,3,96.2,0,1998.0,1,0
1560,0,2,67.4,3,2004.0,1,0
1561,0,4,75.0,0,2011.0,1,0
1562,0,2,54.5,1,2004.0,1,0
1563,0,2,74.0,0,1995.0,1,0
1564,2,3,109.6,1,2016.0,1,0
1565,0,2,46.1,6,2004.0,1,0
1566,0,1,49.2,2,2006.0,1,0
1567,0,2,93.5,3,2015.0,1,0
1568,0,2,68.8,0,1995.0,1,0
1569,1,3,82.6,0,1999.0,1,0
1570,0,3,82.6,0,1990.0,1,0
1571,1,3,80.7,0,2016.0,1,0
1572,0,3,105.7,0,2020.0,1,0
1573,0,2,76.9,0,1996.0,1,0
1574,0,3,82.2,5,2009.0,1,0
1575,0,3,88.3,0,1989.0,1,0
1576,0,1,55.3,8,2015.0,1,0
1577,0,2,72.1,3,2001.0,1,0
1578,0,2,67.4,0,2000.0,1,0
1579,0,3,97.8,0,2000.0,0,0
1580,0,3,87.3,0,2004.0,0,0
1581,0,3,112.3,0,1992.0,1,0
1582,0,3,133.9,0,2000.0,1,0
1583,0,3,104.9,4,1993.0,1,0
1584,0,3,121.0,0,1999.0,1,0
1585,0,4,135.7,0,2006.0,1,0
1586,0,3,83.4,0,1986.0,1,0
1587,0,2,73.0,0,1990.0,1,0
1588,0,3,124.3,3,2014.0,1,0
1589,1,2,81.8,0,1994.0,1,0
1590,1,2,70.3,1,1996.0,1,0
1591,0,4,67.8,5,2000.0,1,0
1592,0,3,95.6,2,2000.0,1,0
1593,1,2,91.9,1,2006.0,1,0
1594,0,2,83.0,0,2004.0,0,0
1595,0,3,98.6,0,2000.0,1,0
1596,1,3,137.6,0,2003.0,1,0
1597,0,2,74.4,0,2003.0,1,0
1598,1,3,117.1,0,2000.0,1,0
1599,1,2,77.0,0,2014.0,1,0
1600,0,2,66.2,0,1990.0,1,0
1601,0,2,53.3,5,2017.0,1,0
1602,0,3,90.2,0,2001.0,1,0
1603,0,3,136.3,0,2000.0,1,0
1604,0,1,92.9,1,2000.0,1,0
1605,0,3,134.1,0,2001.0,1,0
1606,0,3,114.7,3,2018.0,1,0
1607,0,3,74.3,3,2004.0,1,0
1608,1,3,94.4,0,2003.0,1,0
1609,2,4,96.7,0,2020.0,1,0
1610,0,3,110.5,0,1990.0,1,0
1611,4,2,89.7,3,2010.0,1,0
1612,0,2,60.0,3,2000.0,1,0
1613,0,3,127.0,0,2011.0,1,0
1614,0,2,66.7,7,2006.0,1,0
1615,1,3,103.2,0,2000.0,1,0
1616,0,3,107.3,1,1993.0,1,0
1617,0,3,102.3,0,2010.0,1,0
1618,0,3,84.0,0,2008.0,1,0
1619,1,3,123.5,1,2009.0,1,0
1620,0,3,90.0,0,2003.0,1,0
1621,0,1,48.3,1,2004.0,1,0
1622,0,2,63.6,0,1991.0,1,0
1623,0,2,90.1,3,2005.0,1,0
1624,1,3,95.2,1,1998.0,1,0
1625,0,3,93.4,0,2000.0,1,0
1626,0,2,72.2,0,1990.0,1,0
1627,0,2,90.0,7,2002.0,1,0
1628,0,3,130.0,4,2018.0,1,0
1629,0,2,73.0,5,1998.0,1,0
1630,0,3,138.8,0,2007.0,1,0
1631,0,3,137.1,0,2005.0,1,0
1632,0,1,46.4,7,2015.0,1,0
1633,0,2,61.6,0,2017.0,1,0
1634,0,3,80.3,8,2009.0,1,0
1635,0,3,98.9,5,2000.0,1,0
1636,0,2,64.9,0,1990.0,1,0
1637,0,2,77.1,0,2000.0,1,0
1638,0,2,74.0,2,2000.0,1,0
1639,0,3,96.4,5,1999.0,0,0
1640,1,2,95.7,9,2000.0,1,0
1641,0,4,135.4,3,2010.0,1,0
1642,0,2,51.7,8,2008.0,1,0
1643,1,2,73.3,0,2000.0,1,0
1644,1,3,107.2,0,2000.0,1,0
1645,1,3,128.8,0,2000.0,1,0
1646,1,3,87.2,0,1998.0,1,0
1647,1,3,95.0,1,2000.0,1,0
1648,0,2,89.5,3,2011.0,1,0
1649,0,2,81.9,5,2009.0,1,0
1650,1,2,92.4,1,2006.0,1,0
1651,0,3,69.1,0,1988.0,1,0
1652,0,2,72.3,3,2001.0,1,0
1653,2,4,89.5,1,2015.0,1,0
1654,0,3,97.2,0,2000.0,0,0
1655,2,4,96.5,1,2019.0,1,0
1656,0,2,62.0,0,1988.0,1,0
1657,0,2,87.8,5,2006.0,1,0
1658,0,3,108.8,0,2002.0,1,0
1659,0,2,86.3,0,2003.0,1,0
1660,0,2,82.3,3,2004.0,1,0
1661,0,3,137.0,0,2006.0,1,0
1662,0,2,52.9,9,1982.0,1,0
1663,0,2,72.7,0,1998.0,1,0
1664,0,3,117.7,0,2000.0,1,0
1665,1,2,76.7,7,1995.0,1,0
1666,0,3,86.0,0,2000.0,0,0
1667,1,3,91.2,0,2000.0,1,0
1668,0,3,117.7,3,2003.0,1,0
1669,0,3,93.1,0,2017.0,1,0
1670,0,2,65.1,0,1996.0,1,0
1671,0,2,90.3,5,2004.0,1,0
1672,1,3,136.7,0,2010.0,1,0
1673,0,3,80.0,0,1986.0,1,0
1674,0,4,135.0,3,2000.0,1,0
1675,0,2,64.1,0,1996.0,1,0
1676,1,3,70.9,0,2002.0,1,0
1677,0,2,74.3,0,1996.0,1,0
1678,0,2,71.3,0,1996.0,1,0
1679,0,2,53.3,2,2008.0,1,0
1680,0,2,90.7,1,2005.0,0,0
1681,0,2,61.2,0,1991.0,1,0
1682,1,3,123.3,0,1998.0,1,0
1683,1,3,122.0,1,1998.0,1,0
1684,1,2,80.4,0,2008.0,1,0
1685,0,3,88.1,0,1990.0,1,0
1686,0,3,85.3,4,2005.0,1,0
1687,1,3,80.7,1,2015.0,1,0
1688,0,2,78.4,0,1990.0,1,0
1689,0,3,117.4,3,2004.0,1,0
1690,0,3,87.0,0,1990.0,1,0
1691,0,2,95.3,5,2003.0,1,0
1692,0,3,87.0,0,2000.0,0,0
1693,0,3,44.1,8,2005.0,1,0
1694,0,3,101.0,0,2008.0,1,0
1695,1,2,81.9,0,1998.0,1,0
1696,0,3,89.1,3,2007.0,1,0
1697,0,2,89.0,6,2004.0,1,0
1698,1,3,93.3,0,2003.0,1,0
1699,1,3,136.8,0,2008.0,1,0
1700,0,3,50.5,1,2005.0,1,0
1701,0,3,70.0,0,1986.0,1,0
1702,1,2,72.3,0,1999.0,1,0
1703,0,4,124.9,0,2004.0,1,0
1704,0,2,86.3,0,2005.0,1,0
1705,0,2,67.8,0,2004.0,1,0
1706,0,3,112.3,0,2008.0,1,0
1707,1,3,87.5,0,2004.0,1,0
1708,0,3,87.9,0,2001.0,0,0
1709,0,2,84.7,0,2001.0,1,0
1710,0,7,84.7,0,1996.0,1,0
1711,0,2,81.4,0,2001.0,1,0
1712,1,3,84.9,0,2000.0,1,0
1713,1,2,71.4,5,1995.0,1,0
1714,1,3,86.9,0,2005.0,1,0
1715,1,3,92.3,0,1997.0,1,0
1716,1,2,73.8,1,2000.0,1,0
1717,0,3,71.3,0,2012.0,1,0
1718,0,2,88.0,0,1999.0,0,0
1719,1,3,93.0,0,1998.0,1,0
1720,0,3,87.6,0,1994.0,1,0
1721,0,3,86.8,5,2004.0,1,0
1722,0,3,112.2,0,1988.0,1,0
1723,0,3,87.3,6,2000.0,0,0
1724,0,3,109.5,4,2004.0,1,0
1725,0,3,97.1,0,2000.0,0,0
1726,0,2,89.1,0,2007.0,1,0
1727,1,3,105.0,0,1998.0,1,0
1728,0,3,84.3,0,2003.0,1,0
1729,0,3,89.4,5,2008.0,1,0
1730,0,3,47.9,1,2004.0,1,0
1731,1,3,94.0,0,2000.0,1,0
1732,0,2,88.0,3,2011.0,1,0
1733,0,4,161.6,0,2000.0,1,0
1734,1,2,82.9,2,2002.0,1,0
1735,1,2,69.3,1,1995.0,1,0
1736,0,3,98.0,0,2001.0,1,0
1737,0,3,107.7,3,1992.0,1,0
1738,0,3,117.6,4,2000.0,1,0
1739,0,4,246.4,0,2000.0,1,0
1740,0,3,128.7,0,2000.0,0,0
1741,1,3,105.3,0,2005.0,1,0
1742,0,2,116.7,0,2003.0,1,0
1743,0,3,117.4,6,2001.0,1,0
1744,0,2,108.3,5,2004.0,1,0
1745,0,2,48.3,0,2004.0,1,0
1746,0,3,110.7,5,2000.0,1,0
1747,0,4,73.0,0,2004.0,1,0
1748,0,2,62.4,0,1996.0,1,0
1749,0,2,67.9,0,1996.0,1,0
1750,1,3,78.1,1,2000.0,1,0
1751,0,3,120.0,0,1992.0,1,0
1752,0,2,80.6,0,2000.0,1,0
1753,0,1,40.4,0,1988.0,1,0
1754,0,2,82.9,0,2000.0,1,0
1755,0,2,92.2,5,2005.0,1,0
1756,1,3,114.8,2,1997.0,1,0
1757,0,3,158.1,5,2018.0,1,0
1758,1,3,78.3,4,1997.0,1,0
1759,2,3,104.9,0,2017.0,1,0
1760,0,3,105.3,0,1992.0,1,0
1761,1,3,98.2,0,2000.0,1,0
1762,0,3,109.9,0,2004.0,1,0
1763,1,2,77.5,9,2003.0,1,0
1764,1,2,64.0,0,2008.0,1,0
1765,0,3,91.7,0,1984.0,1,0
1766,1,3,86.2,0,1990.0,1,0
1767,0,3,98.7,7,2003.0,0,0
1768,0,2,95.2,0,2015.0,1,0
1769,0,3,89.3,3,1991.0,1,0
1770,0,2,54.8,0,1997.0,1,0
1771,1,3,84.1,1,2012.0,1,0
1772,0,2,67.6,0,2000.0,1,0
1773,0,3,50.0,0,2007.0,1,0
1774,0,5,132.1,0,2000.0,1,0
1775,0,2,87.8,0,2000.0,1,0
1776,1,2,78.4,1,2009.0,1,0
1777,0,2,50.8,0,1992.0,1,0
1778,1,3,87.9,0,1999.0,1,0
1779,0,3,97.9,0,2001.0,1,0
1780,0,2,94.7,0,2015.0,1,0
1781,1,3,92.0,1,2000.0,1,0
1782,0,3,95.9,0,2000.0,1,0
1783,0,5,122.3,0,2015.0,1,0
1784,0,2,89.4,0,1999.0,0,0
1785,0,2,49.5,8,2005.0,1,0
1786,0,3,101.4,0,1997.0,1,0
1787,0,3,96.1,1,1994.0,1,0
1788,1,2,73.8,0,1994.0,1,0
1789,1,3,113.5,0,2000.0,1,0
1790,0,2,72.1,2,2009.0,1,0
1791,4,2,89.4,5,2010.0,1,0
1792,0,3,117.7,3,2010.0,1,0
1793,0,3,129.6,0,2012.0,1,0
1794,0,4,77.7,0,1997.0,1,0
1795,0,4,78.5,0,1995.0,1,0
1796,0,2,42.7,1,2003.0,1,0
1797,0,3,97.0,0,1999.0,1,0
1798,0,3,110.4,0,1997.0,1,0
1799,0,2,80.0,0,1998.0,1,0
1800,0,2,85.3,3,1998.0,1,0
1801,1,3,90.2,0,2000.0,1,0
1802,0,3,127.8,0,2006.0,1,0
1803,0,2,85.8,6,2005.0,1,0
1804,1,2,66.1,0,2000.0,1,0
1805,0,2,53.4,1,2009.0,1,0
1806,0,2,61.0,0,1964.0,1,0
1807,2,4,98.3,0,2020.0,1,0
1808,0,2,77.4,0,2001.0,1,0
1809,0,3,104.1,1,2002.0,1,0
1810,0,3,89.6,0,2005.0,1,0
1811,0,2,75.0,0,2000.0,1,0
1812,1,5,185.5,5,2002.0,1,0
1813,1,3,109.0,3,2014.0,1,0
1814,0,3,116.7,0,2004.0,1,0
1815,1,2,93.6,0,2008.0,1,0
1816,0,3,108.2,3,2006.0,1,0
1817,0,3,111.8,0,2001.0,1,0
1818,0,2,66.5,0,2000.0,0,0
1819,1,3,97.1,0,1997.0,1,0
1820,0,2,86.2,3,2011.0,1,0
1821,0,2,61.0,0,1988.0,1,0
1822,0,3,100.0,0,1998.0,1,0
1823,0,3,118.6,0,2011.0,1,0
1824,4,2,91.5,1,2000.0,1,0
1825,0,3,128.4,0,2004.0,1,0
1826,0,3,107.5,0,2002.0,0,0
1827,0,2,70.0,0,1996.0,1,0
1828,0,3,103.0,0,1996.0,1,0
1829,0,2,47.2,6,2002.0,1,0
1830,0,3,86.9,0,1991.0,1,0
1831,0,2,70.6,4,2003.0,1,0
1832,0,3,207.6,3,2011.0,1,0
1833,0,2,87.7,9,2015.0,1,0
1834,0,3,129.0,0,2004.0,0,0
1835,4,2,91.3,1,2010.0,1,0
1836,0,3,137.9,0,2008.0,1,0
1837,0,2,98.4,2,2000.0,1,0
1838,0,3,115.0,0,2002.0,1,0
1839,0,2,75.7,3,2004.0,1,0
1840,1,2,62.3,0,2004.0,1,0
1841,0,4,134.8,1,2008.0,1,0
1842,0,3,75.8,0,1991.0,1,0
1843,0,2,67.3,1,2000.0,1,0
1844,0,3,120.0,0,2020.0,1,0
1845,0,2,84.4,0,1995.0,1,0
1846,0,2,60.0,0,1995.0,1,0
1847,0,3,135.0,3,2000.0,1,0
1848,1,2,83.0,0,2001.0,1,0
1849,1,2,78.5,0,1997.0,1,0
1850,0,2,77.5,0,2005.0,1,0
1851,1,3,125.5,0,2018.0,1,0
1852,1,3,116.5,7,2005.0,1,0
1853,0,2,90.2,2,2002.0,0,0
1854,1,2,83.1,0,2009.0,1,0
1855,2,4,114.3,0,2016.0,1,0
1856,0,2,68.7,0,2001.0,1,0
1857,1,2,71.0,0,1995.0,1,0
1858,0,2,44.7,4,2000.0,1,0
1859,0,2,57.7,3,1988.0,1,0
1860,2,3,117.1,3,2000.0,1,0
1861,0,2,80.3,0,2001.0,0,0
1862,0,3,103.8,0,2002.0,1,0
1863,0,3,102.4,0,2000.0,1,0
1864,0,3,130.4,0,2006.0,1,0
1865,0,3,111.3,2,2005.0,1,0
1866,0,3,111.4,2,2004.0,1,0
1867,0,3,116.0,0,2002.0,1,0
1868,0,1,53.8,0,2005.0,1,0
1869,0,3,114.5,3,1999.0,1,0
1870,0,1,56.7,5,1997.0,1,0
1871,0,2,49.0,8,2007.0,1,0
1872,0,3,132.7,0,2005.0,1,0
1873,0,3,132.3,7,2000.0,1,0
1874,1,2,77.9,0,2003.0,1,0
1875,0,3,110.9,0,2001.0,1,0
1876,1,3,89.4,0,2015.0,1,0
1877,0,3,128.4,0,2004.0,1,0
1878,0,2,89.5,3,2011.0,1,0
1879,1,3,131.4,1,2016.0,1,0
1880,0,2,70.3,0,1998.0,1,0
1881,0,3,49.2,0,2005.0,1,0
1882,0,3,122.8,0,2002.0,1,0
1883,0,4,135.9,0,1999.0,1,0
1884,0,2,74.0,4,2006.0,1,0
1885,0,2,85.0,4,2006.0,1,0
1886,0,3,121.5,0,2000.0,1,0
1887,0,2,54.1,0,2003.0,1,0
1888,1,3,94.4,0,1996.0,1,0
1889,0,2,54.5,3,2000.0,1,0
1890,1,3,100.3,1,2015.0,1,0
1891,1,3,98.7,0,1999.0,1,0
1892,0,2,77.1,0,1993.0,1,0
1893,0,3,80.7,0,1995.0,1,0
1894,0,3,71.0,3,1998.0,1,0
1895,0,3,106.7,0,2018.0,1,0
1896,0,3,105.1,0,1997.0,1,0
1897,0,2,50.0,0,1999.0,1,0
1898,0,2,72.8,0,2000.0,0,0
1899,0,2,66.0,0,1995.0,1,0
1900,1,5,133.5,0,2005.0,1,0
1901,1,2,86.8,1,2013.0,1,0
1902,0,3,90.0,0,2005.0,1,0
1903,0,3,101.6,0,2003.0,1,0
1904,0,3,100.4,0,1998.0,1,0
1905,0,2,48.7,9,2004.0,1,0
1906,0,3,135.9,4,2001.0,1,0
1907,0,2,95.2,5,2005.0,1,0
1908,0,2,67.9,9,2005.0,1,0
1909,0,1,47.8,5,2015.0,1,0
1910,0,3,136.4,0,2015.0,1,0
1911,0,1,48.0,3,2016.0,1,0
1912,0,2,81.9,5,2009.0,1,0
1913,0,2,67.6,0,2000.0,1,0
1914,0,3,102.8,0,2002.0,1,0
1915,0,4,168.6,0,2019.0,1,0
1916,1,3,102.2,0,2000.0,1,0
1917,0,3,97.4,0,1999.0,1,0
1918,2,3,104.9,0,2020.0,1,0
1919,2,4,95.2,0,2016.0,1,0
1920,0,2,49.9,0,2000.0,1,0
1921,1,4,136.2,3,2000.0,1,0
1922,0,3,86.0,3,2003.0,0,0
1923,0,3,137.8,3,1998.0,1,0
1924,0,3,157.5,1,2018.0,1,0
1925,0,2,65.0,0,1998.0,1,0
1926,0,3,88.0,0,1993.0,1,0
1927,2,2,104.9,1,2016.0,1,0
1928,2,4,95.2,0,2020.0,1,0
1929,0,2,73.9,0,1993.0,1,0
1930,0,3,120.1,0,2000.0,1,0
1931,0,1,50.8,0,1987.0,1,0
1932,0,4,116.7,6,1998.0,1,0
1933,0,4,134.8,0,2003.0,1,0
1934,0,2,97.8,1,2013.0,1,0
1935,0,2,73.3,0,1991.0,1,0
1936,1,3,83.4,0,2005.0,1,0
1937,2,3,111.5,0,2019.0,1,0
1938,1,3,106.4,0,1997.0,1,0
1939,0,1,51.4,0,2008.0,1,0
1940,0,2,58.5,0,1997.0,1,0
1941,0,3,145.8,0,2018.0,1,0
1942,0,2,74.8,5,1992.0,1,0
1943,0,3,62.3,0,1990.0,1,0
1944,1,3,75.9,1,1997.0,1,0
1945,1,2,54.7,3,2006.0,1,0
1946,0,2,66.9,0,2012.0,1,0
1947,0,4,130.0,0,2004.0,1,0
1948,0,2,95.3,8,2005.0,1,0
1949,0,3,101.4,0,1999.0,1,0
1950,0,3,105.9,9,2005.0,1,0
1951,0,2,71.0,0,2000.0,1,0
1952,0,3,119.6,1,2007.0,1,0
1953,0,4,168.6,0,2018.0,1,0
1954,0,2,90.9,5,2004.0,0,0
1955,2,3,106.6,0,2019.0,1,0
1956,2,3,111.7,5,2018.0,1,0
1957,2,2,80.4,0,2015.0,1,0
1958,1,3,106.0,0,2003.0,1,0
1959,1,2,72.2,1,2000.0,1,0
1960,0,2,78.6,1,2002.0,1,0
1961,1,3,111.2,0,2002.0,1,0
1962,1,2,80.1,0,2008.0,1,0
1963,1,2,81.9,1,2009.0,1,0
1964,0,4,126.3,0,1997.0,1,0
1965,1,3,78.0,0,1992.0,1,0
1966,1,2,61.9,0,1993.0,1,0
1967,0,3,126.0,7,2005.0,1,0
