,quyu,home_num,size,chaoxiang,jianzao,tags,city
684,3,2,84.2,1,2019.0,0,0
685,3,2,68.5,1,2009.0,0,0
686,1,4,152.5,0,2007.0,1,0
687,3,1,47.2,0,2017.0,0,0
688,4,3,143.2,0,2016.0,1,0
689,5,3,114.0,0,2000.0,0,0
690,6,3,98.0,0,2016.0,0,0
691,5,4,126.6,0,2012.0,0,0
692,0,1,20.0,9,2004.0,1,0
693,5,3,111.3,1,2016.0,0,0
694,3,3,75.5,1,2020.0,0,0
695,2,3,129.0,0,2014.0,0,0
696,5,2,75.0,3,2010.0,0,0
697,5,2,80.6,1,2013.0,0,0
698,1,3,141.4,1,2014.0,0,0
699,3,3,93.9,1,1993.0,0,0
700,5,2,70.2,1,2014.0,0,0
701,4,4,126.3,0,2017.0,1,0
702,6,3,138.0,0,2015.0,0,0
703,6,3,136.0,0,2013.0,0,0
704,4,2,59.0,0,2008.0,1,0
705,2,2,55.4,1,2008.0,0,0
706,2,2,82.1,0,2018.0,0,0
707,5,2,74.8,0,2013.0,1,0
708,5,2,76.3,1,2014.0,0,0
709,3,4,102.0,0,2016.0,0,0
710,6,2,97.6,0,2012.0,0,0
711,6,3,129.9,0,2010.0,0,0
712,2,2,87.7,0,2008.0,0,0
713,5,2,74.7,0,2014.0,1,0
714,2,4,125.2,8,2010.0,0,0
715,6,2,73.0,1,2004.0,0,0
716,6,2,90.7,0,2000.0,0,0
717,2,3,118.3,9,1998.0,0,0
718,6,3,85.9,0,2015.0,0,0
719,2,2,58.2,0,2010.0,1,0
720,4,1,44.5,1,2000.0,1,0
721,3,2,102.6,0,1999.0,0,0
722,6,2,98.0,0,2015.0,0,0
723,3,1,47.2,3,2019.0,0,0
724,6,3,70.0,0,2010.0,0,0
725,1,4,393.3,0,2015.0,1,0
726,2,1,57.8,1,2003.0,0,0
727,2,3,104.6,0,2004.0,0,0
728,1,4,395.1,0,2016.0,1,0
729,4,8,262.9,1,2018.0,1,0
730,2,2,73.9,0,1999.0,0,0
731,3,2,82.6,1,2017.0,0,0
732,6,3,108.0,0,2016.0,0,0
733,3,1,60.5,1,2017.0,0,0
734,2,4,215.4,0,2017.0,1,0
735,5,5,174.4,1,2017.0,0,0
736,1,4,164.2,1,2008.0,1,0
737,6,1,46.0,0,2016.0,0,0
738,4,5,159.8,0,2000.0,1,0
739,5,3,120.8,0,2017.0,0,0
740,3,4,200.3,0,2016.0,0,0
741,3,4,121.2,0,2021.0,0,0
742,0,1,24.6,2,2004.0,1,0
743,5,2,73.2,1,2017.0,0,0
744,6,3,126.7,0,2000.0,0,0
745,3,3,102.6,1,2020.0,0,0
746,4,2,50.3,3,2005.0,1,0
747,4,6,222.9,0,2016.0,1,0
748,3,4,116.0,0,2005.0,0,0
749,3,3,104.7,0,2005.0,0,0
750,4,2,171.2,3,2009.0,1,0
751,5,4,117.5,0,2019.0,0,0
752,3,3,110.0,0,1995.0,0,0
753,6,4,167.0,0,2015.0,0,0
754,3,2,66.0,1,1993.0,0,0
755,4,5,157.7,1,2014.0,0,0
756,6,2,82.0,0,2012.0,0,0
757,4,5,264.4,0,2000.0,1,0
758,2,4,151.6,0,2017.0,0,0
759,6,3,106.9,0,2015.0,0,0
760,3,3,213.8,0,2016.0,0,0
761,3,3,102.7,1,2017.0,0,0
762,6,3,86.0,0,2010.0,0,0
763,2,2,59.2,0,2014.0,0,0
764,3,4,116.9,0,2017.0,0,0
765,5,5,181.8,0,2017.0,0,0
766,6,3,143.0,0,2017.0,0,0
767,0,1,25.8,0,1996.0,1,0
768,3,2,53.6,0,1992.0,0,0
769,3,3,79.6,1,2019.0,0,0
770,0,2,55.2,0,2004.0,1,0
771,2,4,151.8,0,2013.0,0,0
772,3,5,214.2,0,2008.0,0,0
773,6,3,84.5,0,2016.0,0,0
774,5,5,199.5,0,2016.0,0,0
775,4,6,384.9,8,2014.0,0,0
776,2,4,177.7,0,2015.0,1,0
777,5,1,39.5,0,2000.0,0,0
778,6,3,70.0,1,2009.0,0,0
779,2,3,99.1,5,2011.0,0,0
780,6,3,86.0,0,2010.0,0,0
781,0,2,47.6,0,2009.0,1,0
782,6,3,99.8,0,2016.0,0,0
783,5,4,200.4,0,2015.0,0,0
784,6,1,30.0,0,2017.0,0,0
785,0,3,52.2,0,1988.0,1,0
786,3,4,142.0,0,2003.0,0,0
787,6,1,33.6,0,2017.0,0,0
788,1,2,51.3,1,2000.0,1,0
789,4,1,39.1,1,2003.0,1,0
790,4,1,37.9,1,2000.0,0,0
791,6,1,36.0,5,2017.0,0,0
792,6,1,63.0,0,2017.0,0,0
793,0,2,52.5,7,2006.0,1,0
794,4,1,39.2,1,2000.0,0,0
795,6,3,89.0,1,2016.0,0,0
796,1,3,34.1,8,2005.0,1,0
797,6,2,56.7,0,2012.0,0,0
798,5,2,39.8,1,2012.0,0,0
799,1,2,88.0,1,1995.0,1,0
800,0,3,98.6,0,1994.0,1,0
801,0,3,89.5,0,1989.0,1,0
802,0,3,75.0,8,1993.0,1,0
803,0,3,66.8,0,1982.0,1,0
804,0,3,97.3,0,2018.0,1,0
805,0,3,96.2,0,1995.0,1,0
806,0,3,70.4,0,2008.0,1,0
807,0,3,83.3,0,1990.0,1,0
808,1,3,96.7,0,2000.0,1,0
809,2,4,95.2,1,2020.0,1,0
810,1,2,86.0,0,1993.0,1,0
811,0,4,136.2,0,2000.0,1,0
812,0,3,96.4,0,1996.0,1,0
813,0,3,137.6,0,2015.0,1,0
814,0,2,92.6,0,1998.0,1,0
815,0,3,97.7,0,2010.0,1,0
816,0,3,78.9,0,1991.0,1,0
817,0,3,77.0,0,1986.0,1,0
818,1,3,114.0,0,2000.0,1,0
819,0,2,79.0,0,1987.0,1,0
820,1,3,129.9,6,1998.0,1,0
821,0,3,70.4,1,1998.0,1,0
822,0,3,69.7,7,2010.0,1,0
823,1,3,84.8,0,2007.0,1,0
824,0,3,85.5,0,1993.0,1,0
825,0,3,97.7,3,2008.0,1,0
826,0,3,84.0,0,1996.0,1,0
827,0,3,79.0,8,1996.0,1,0
828,1,3,90.7,2,1995.0,1,0
829,0,3,81.0,0,1998.0,1,0
830,0,3,98.0,0,1992.0,1,0
831,0,2,84.1,0,1993.0,1,0
832,0,3,83.6,9,1996.0,1,0
833,0,3,87.8,0,1989.0,1,0
834,0,3,89.6,0,1996.0,1,0
835,0,3,93.1,0,1991.0,1,0
836,0,3,81.8,0,1993.0,1,0
837,0,3,87.9,0,2003.0,1,0
838,0,2,88.6,1,2019.0,1,0
839,0,2,91.7,5,1998.0,1,0
840,0,2,66.1,0,1990.0,1,0
841,0,2,84.9,3,2008.0,1,0
842,1,2,84.6,0,2006.0,1,0
843,0,3,115.0,0,2001.0,1,0
844,1,2,71.2,9,1998.0,1,0
845,0,3,89.3,0,1983.0,1,0
846,0,3,63.6,0,1990.0,1,0
847,0,3,87.8,0,2000.0,1,0
848,0,3,92.4,0,1990.0,1,0
849,0,3,77.0,0,1992.0,1,0
850,0,2,81.0,0,1993.0,1,0
851,0,3,70.9,0,2014.0,1,0
852,0,3,85.6,0,1997.0,1,0
853,0,3,82.1,0,2000.0,1,0
854,0,3,89.5,0,2000.0,1,0
855,0,2,69.1,0,2005.0,1,0
856,0,2,84.0,0,1998.0,1,0
857,0,3,92.1,0,1992.0,1,0
858,0,4,84.4,0,1996.0,1,0
859,1,3,89.5,0,2000.0,1,0
860,0,3,92.7,0,2001.0,1,0
861,0,3,81.6,0,1996.0,1,0
862,0,3,135.1,0,2019.0,1,0
863,0,3,71.5,4,1996.0,1,0
864,0,3,90.0,0,1990.0,1,0
865,0,2,88.6,0,2019.0,1,0
866,0,3,90.2,0,1996.0,1,0
867,0,2,82.2,5,2008.0,1,0
868,0,3,91.3,0,1995.0,1,0
869,0,3,81.2,2,2004.0,1,0
870,0,3,89.7,0,2000.0,1,0
871,0,3,131.6,0,2016.0,1,0
872,0,2,90.7,1,2019.0,1,0
873,0,3,83.2,0,2000.0,1,0
874,0,3,62.3,0,1981.0,1,0
875,0,2,88.8,5,2003.0,1,0
876,1,3,101.0,0,1995.0,1,0
877,1,3,95.9,0,1998.0,1,0
878,0,2,77.6,4,1998.0,1,0
879,0,3,97.4,5,2010.0,1,0
880,2,3,80.2,1,2020.0,1,0
881,1,3,92.9,2,2000.0,1,0
882,0,3,134.8,0,2018.0,1,0
883,0,3,134.8,3,2019.0,1,0
884,0,3,92.9,0,1992.0,1,0
885,0,3,94.5,2,2004.0,1,0
886,2,3,92.9,1,2016.0,1,0
887,0,3,74.3,0,1995.0,1,0
888,0,3,88.2,0,1998.0,1,0
889,0,3,83.6,0,1996.0,1,0
890,0,2,85.1,0,2003.0,1,0
891,0,2,81.9,0,1993.0,1,0
892,0,2,73.7,0,2000.0,1,0
893,0,3,137.6,0,2018.0,1,0
894,0,3,89.0,0,2000.0,1,0
895,0,4,122.1,0,2000.0,1,0
896,0,2,87.5,1,2004.0,1,0
897,0,3,83.6,0,1998.0,1,0
898,0,3,63.5,0,2000.0,1,0
899,1,2,64.6,0,2000.0,1,0
900,0,3,69.6,0,1990.0,1,0
901,0,3,129.6,0,2019.0,1,0
902,2,3,97.6,1,2016.0,1,0
903,0,3,82.2,0,2000.0,1,0
904,0,2,75.1,8,1993.0,1,0
905,0,2,76.5,6,2005.0,1,0
906,0,3,82.4,0,1992.0,1,0
907,0,3,88.0,0,1991.0,1,0
908,0,3,88.6,0,1996.0,1,0
909,0,3,85.4,5,2006.0,1,0
910,1,3,92.4,0,2006.0,1,0
911,0,2,85.1,0,2003.0,1,0
912,0,3,98.7,0,2001.0,1,0
913,0,3,80.0,0,2000.0,1,0
914,0,2,60.3,7,2004.0,1,0
915,0,3,132.8,0,2019.0,1,0
916,0,3,80.6,5,1997.0,1,0
917,0,3,100.2,1,1993.0,1,0
918,1,3,102.0,1,1995.0,1,0
919,0,3,93.4,0,1999.0,1,0
920,0,2,84.0,0,1996.0,1,0
921,0,3,132.5,0,2019.0,1,0
922,0,2,77.5,0,1993.0,1,0
923,0,3,97.0,3,1993.0,1,0
924,0,3,97.0,0,1998.0,1,0
925,0,2,76.8,2,1997.0,1,0
926,0,3,76.0,0,1990.0,1,0
927,0,3,69.9,0,2000.0,1,0
928,0,3,134.5,0,2019.0,1,0
929,0,3,129.6,0,2019.0,1,0
930,0,2,74.9,0,2000.0,1,0
931,0,2,70.5,0,1998.0,1,0
932,0,3,102.9,0,1998.0,1,0
933,0,3,80.1,5,1994.0,1,0
934,0,3,129.6,0,2018.0,1,0
935,0,3,77.2,2,2000.0,1,0
936,0,2,74.8,0,1990.0,1,0
937,0,2,72.9,1,2000.0,1,0
938,0,2,77.2,0,2000.0,1,0
939,0,2,94.0,0,2000.0,1,0
940,0,3,135.5,3,2008.0,1,0
941,0,2,66.1,0,2000.0,1,0
942,0,3,83.9,0,2003.0,1,0
943,2,2,80.5,3,2019.0,1,0
944,0,3,87.2,0,1997.0,1,0
945,0,3,123.3,5,2017.0,1,0
946,0,3,129.6,0,2019.0,1,0
947,0,3,96.5,1,1999.0,1,0
948,0,2,89.2,0,1997.0,1,0
949,0,3,129.6,0,2019.0,1,0
950,0,3,134.6,1,2000.0,1,0
951,1,3,94.1,1,2003.0,1,0
952,0,3,169.2,0,2011.0,1,0
953,0,2,62.9,4,2000.0,1,0
954,0,3,71.6,0,1988.0,1,0
955,0,2,86.4,0,2010.0,1,0
956,0,3,95.1,0,2001.0,1,0
957,0,3,85.0,0,1990.0,1,0
958,0,3,81.8,0,1993.0,1,0
959,0,4,135.4,0,2004.0,1,0
960,0,2,66.4,7,1996.0,1,0
961,0,2,61.7,0,1987.0,1,0
962,1,3,84.0,3,2003.0,1,0
963,0,3,94.1,0,2000.0,1,0
964,0,3,87.0,0,2006.0,1,0
965,0,2,78.6,0,1991.0,1,0
966,0,2,73.5,0,1996.0,1,0
967,0,3,98.0,0,1990.0,1,0
968,0,2,98.5,5,2002.0,1,0
969,0,3,72.1,5,1995.0,1,0
970,0,2,81.5,4,2001.0,1,0
971,0,3,127.1,0,2012.0,1,0
972,0,2,93.7,0,1997.0,1,0
973,0,3,106.6,6,2018.0,1,0
974,0,3,97.9,1,2010.0,1,0
975,0,3,86.9,0,2004.0,1,0
976,0,3,71.7,0,1995.0,1,0
977,0,2,88.1,0,1993.0,1,0
978,0,3,82.6,1,1986.0,1,0
979,0,3,97.9,5,2009.0,1,0
980,0,2,82.6,1,2000.0,1,0
981,0,3,60.0,0,1990.0,1,0
982,0,2,77.2,0,1989.0,1,0
983,0,2,82.6,0,2009.0,1,0
984,0,2,69.1,0,2005.0,1,0
985,0,3,74.6,0,1988.0,1,0
986,0,2,66.4,0,1990.0,1,0
987,0,3,123.1,0,2006.0,1,0
988,0,3,125.6,0,2005.0,1,0
989,1,2,80.8,0,2000.0,1,0
990,0,3,86.0,0,1998.0,1,0
991,0,3,83.6,0,1987.0,1,0
992,0,2,65.0,0,1993.0,1,0
993,0,4,104.6,0,2000.0,1,0
994,1,2,62.1,0,2000.0,1,0
995,0,2,82.5,7,2000.0,1,0
996,1,3,88.7,1,1995.0,1,0
997,0,3,90.3,0,2000.0,1,0
998,0,3,82.6,0,1996.0,1,0
999,0,3,91.6,0,1991.0,1,0
1000,0,3,90.9,0,2000.0,1,0
1001,0,2,62.2,0,1992.0,1,0
1002,0,3,80.8,0,1998.0,1,0
1003,0,2,76.6,0,1997.0,1,0
1004,0,4,87.6,0,1999.0,1,0
1005,0,3,96.4,0,2000.0,1,0
1006,2,2,80.4,1,2019.0,1,0
1007,2,3,114.1,0,2019.0,1,0
1008,0,3,100.7,3,2019.0,1,0
1009,0,2,90.7,1,2018.0,1,0
1010,2,4,95.1,0,2016.0,1,0
1011,0,3,93.1,0,1995.0,1,0
1012,0,3,95.4,0,2000.0,0,0
1013,0,3,121.5,0,1998.0,1,0
1014,0,3,80.3,0,2002.0,1,0
1015,0,3,87.6,0,1989.0,1,0
1016,0,2,65.6,0,2008.0,1,0
1017,0,3,81.9,0,1994.0,1,0
1018,2,2,80.4,0,2017.0,1,0
1019,1,2,80.1,3,2004.0,1,0
1020,1,3,91.3,0,2000.0,1,0
1021,0,2,68.2,1,2000.0,1,0
1022,1,2,65.4,1,2015.0,1,0
1023,0,3,90.0,0,1996.0,1,0
1024,0,2,67.0,0,2003.0,1,0
1025,0,3,68.5,0,1991.0,1,0
1026,0,2,66.2,0,1992.0,1,0
1027,2,3,97.1,0,2019.0,1,0
1028,0,3,97.8,1,1992.0,1,0
1029,1,2,95.9,0,1998.0,1,0
1030,0,4,135.3,6,2000.0,1,0
1031,0,3,119.0,0,2000.0,1,0
1032,0,3,93.7,7,1998.0,1,0
1033,0,2,50.9,3,2018.0,1,0
1034,0,3,81.6,0,1998.0,1,0
1035,0,3,136.4,0,2018.0,1,0
1036,0,2,81.3,1,2000.0,1,0
1037,1,3,87.0,0,2000.0,1,0
1038,1,3,85.7,1,2000.0,1,0
1039,0,3,101.4,0,1990.0,1,0
1040,0,3,96.6,0,2000.0,1,0
1041,0,3,86.8,0,1995.0,1,0
1042,0,2,85.0,0,2019.0,1,0
1043,0,3,97.7,5,1996.0,1,0
1044,1,4,92.0,0,2004.0,1,0
1045,0,2,73.8,0,1992.0,1,0
1046,0,3,78.3,0,1987.0,1,0
1047,2,4,98.3,0,2020.0,1,0
1048,0,2,90.0,0,2004.0,1,0
1049,0,3,78.5,0,1988.0,1,0
1050,0,3,89.8,0,2000.0,0,0
1051,0,3,90.6,0,1995.0,1,0
1052,0,2,61.5,1,2005.0,1,0
1053,0,2,65.9,8,2002.0,1,0
1054,0,2,69.3,3,2000.0,1,0
1055,0,3,91.3,2,2000.0,0,0
1056,0,3,91.0,0,1992.0,1,0
1057,0,2,78.6,0,1988.0,1,0
1058,1,3,84.6,0,2006.0,1,0
1059,0,3,47.0,0,2002.0,1,0
1060,0,3,91.9,0,2003.0,1,0
1061,0,3,83.2,1,2000.0,1,0
1062,1,3,89.0,0,2017.0,1,0
1063,0,2,84.0,0,2000.0,1,0
1064,0,3,85.0,0,1996.0,1,0
1065,0,3,82.2,0,2000.0,1,0
1066,0,3,90.1,8,2003.0,1,0
1067,0,2,86.9,0,2004.0,1,0
1068,1,3,89.2,0,1999.0,1,0
1069,0,2,74.6,3,1997.0,1,0
1070,0,3,84.1,0,2000.0,1,0
1071,0,2,61.2,0,1990.0,1,0
1072,0,2,68.3,0,1995.0,1,0
1073,0,3,91.7,4,2004.0,1,0
1074,0,3,92.0,1,2003.0,1,0
1075,0,3,75.8,0,1992.0,1,0
1076,0,3,85.1,0,2000.0,1,0
1077,0,3,92.1,1,2000.0,0,0
1078,0,2,60.1,0,1984.0,1,0
1079,0,2,74.6,0,1997.0,1,0
1080,0,2,75.2,0,1997.0,1,0
1081,0,2,80.4,0,1993.0,1,0
1082,0,3,89.9,3,1993.0,1,0
1083,0,3,98.0,0,1993.0,1,0
1084,0,3,49.9,8,2005.0,1,0
1085,0,3,85.4,0,1987.0,1,0
1086,0,2,53.3,0,2017.0,1,0
1087,0,2,65.6,1,2008.0,1,0
1088,1,3,102.9,3,2003.0,1,0
1089,0,3,125.0,0,2005.0,0,0
1090,0,2,81.3,0,2000.0,1,0
1091,0,2,74.2,5,1997.0,1,0
1092,0,2,68.4,3,2008.0,1,0
1093,0,4,92.2,0,1991.0,1,0
1094,0,3,132.8,0,2018.0,1,0
1095,0,3,129.6,0,2018.0,1,0
1096,0,2,86.4,1,2012.0,1,0
1097,0,2,62.5,1,2008.0,1,0
1098,0,3,81.1,7,1991.0,1,0
1099,0,2,87.7,0,2001.0,1,0
1100,1,3,82.0,0,1997.0,1,0
1101,0,2,68.7,4,1997.0,1,0
1102,1,3,92.0,0,1995.0,1,0
1103,0,2,81.3,6,2003.0,1,0
1104,0,3,87.9,0,2001.0,1,0
1105,0,3,92.0,0,1992.0,1,0
1106,0,3,92.2,5,1994.0,1,0
1107,0,3,123.3,1,2017.0,1,0
1108,0,3,127.0,5,2017.0,1,0
1109,0,3,71.1,0,1993.0,1,0
1110,0,3,81.2,1,2009.0,1,0
1111,0,2,81.5,0,2003.0,1,0
1112,0,2,76.4,0,1992.0,1,0
1113,1,3,98.2,0,2004.0,1,0
1114,0,1,52.8,2,2015.0,1,0
1115,1,3,90.7,0,2000.0,1,0
1116,1,2,65.6,1,1995.0,1,0
1117,0,2,50.6,7,2005.0,1,0
1118,0,3,82.5,0,2000.0,1,0
1119,0,2,64.0,0,1991.0,1,0
1120,0,3,135.7,0,2013.0,1,0
1121,2,3,97.6,1,2016.0,1,0
1122,0,2,62.6,0,1988.0,1,0
1123,0,3,93.2,0,2000.0,1,0
1124,1,3,97.8,1,2000.0,1,0
1125,0,3,91.5,0,1986.0,1,0
1126,0,2,72.0,0,1989.0,1,0
1127,1,3,89.0,1,2000.0,1,0
1128,0,3,84.4,0,2000.0,1,0
1129,0,2,84.5,0,2006.0,1,0
1130,0,3,73.8,0,2004.0,1,0
1131,0,2,72.9,5,1996.0,1,0
1132,1,2,70.9,1,2009.0,1,0
1133,0,2,64.0,0,1995.0,1,0
1134,0,2,73.4,9,2003.0,1,0
1135,0,3,78.5,0,1992.0,1,0
1136,0,3,97.7,0,1997.0,1,0
1137,0,3,70.5,0,2004.0,1,0
1138,0,2,71.3,0,1997.0,1,0
1139,0,3,71.4,0,1992.0,1,0
1140,0,3,97.7,0,1997.0,1,0
1141,0,3,71.3,0,1985.0,1,0
1142,0,3,122.4,7,2000.0,1,0
1143,0,2,67.9,7,2004.0,1,0
1144,0,3,88.1,0,2002.0,1,0
1145,0,2,73.2,0,1990.0,1,0
1146,0,2,51.7,4,2015.0,1,0
1147,0,3,60.7,0,1998.0,1,0
1148,0,3,85.7,1,1996.0,1,0
1149,0,3,109.6,0,2018.0,1,0
1150,0,2,82.8,0,2000.0,1,0
1151,0,2,68.2,1,1997.0,1,0
1152,0,3,84.5,0,2006.0,1,0
1153,0,2,85.5,0,2008.0,1,0
1154,0,3,81.0,0,1987.0,1,0
1155,0,2,72.1,1,1989.0,1,0
1156,0,3,122.1,0,2004.0,1,0
1157,0,3,101.2,0,1995.0,1,0
1158,0,3,63.9,0,1996.0,1,0
1159,0,3,86.0,0,2000.0,0,0
1160,0,2,76.2,0,1992.0,1,0
1161,0,3,72.1,1,2004.0,1,0
1162,0,3,138.5,0,2002.0,1,0
1163,0,2,77.6,0,1996.0,1,0
1164,0,3,80.8,1,2001.0,1,0
1165,0,3,91.0,0,1996.0,1,0
1166,0,4,92.6,0,1993.0,1,0
1167,0,3,60.1,1,2006.0,1,0
1168,0,3,85.0,0,2000.0,1,0
1169,0,3,77.2,0,2000.0,1,0
1170,0,3,94.5,0,1999.0,1,0
1171,0,2,73.0,6,1995.0,1,0
1172,0,2,56.0,0,1998.0,1,0
1173,0,2,69.0,0,1993.0,1,0
1174,1,2,46.9,8,1997.0,1,0
1175,0,3,126.3,0,2004.0,1,0
1176,0,2,58.0,0,1991.0,1,0
1177,0,3,90.5,0,1993.0,1,0
1178,0,3,50.3,0,2008.0,1,0
1179,1,3,82.5,0,1996.0,1,0
1180,0,3,83.2,0,2000.0,1,0
1181,0,3,94.3,1,1999.0,1,0
1182,0,2,61.2,6,2006.0,1,0
1183,0,3,85.3,0,1996.0,1,0
1184,0,2,43.7,1,2003.0,1,0
1185,0,3,98.4,0,2000.0,1,0
1186,0,2,80.3,3,2000.0,1,0
1187,0,2,75.1,5,1997.0,1,0
1188,1,3,80.2,0,2006.0,1,0
1189,1,3,133.0,3,2004.0,1,0
1190,0,3,98.4,6,2002.0,1,0
1191,0,3,92.9,0,2005.0,1,0
1192,1,3,85.4,0,2003.0,1,0
1193,1,2,84.1,1,2003.0,1,0
1194,0,3,84.0,0,2003.0,1,0
1195,0,2,73.0,1,1994.0,1,0
1196,1,3,105.2,0,1995.0,1,0
1197,0,2,85.9,0,2004.0,1,0
1198,0,3,86.7,5,2003.0,1,0
1199,0,3,84.9,1,2000.0,1,0
1200,0,3,74.6,1,2004.0,1,0
1201,0,3,103.0,0,2001.0,1,0
1202,0,2,86.3,1,1998.0,1,0
1203,0,3,88.0,1,1996.0,1,0
1204,0,3,88.0,0,1988.0,1,0
1205,0,2,87.2,6,1998.0,1,0
1206,0,3,123.3,0,2017.0,1,0
1207,0,3,86.0,0,1995.0,1,0
1208,0,3,64.5,1,2006.0,1,0
1209,1,2,78.7,8,2018.0,1,0
1210,0,3,92.1,0,2000.0,0,0
1211,0,2,86.9,3,2003.0,1,0
1212,0,2,67.9,0,1997.0,1,0
1213,1,4,118.8,0,2005.0,1,0
1214,0,2,74.1,0,1998.0,1,0
1215,0,3,125.3,0,1991.0,1,0
1216,0,2,70.0,3,1996.0,1,0
1217,0,3,82.2,0,1998.0,1,0
1218,0,3,85.1,0,1988.0,1,0
1219,0,2,63.7,0,2002.0,1,0
1220,0,3,109.6,3,2018.0,1,0
1221,2,3,97.1,0,2015.0,1,0
1222,0,3,67.9,0,2003.0,1,0
1223,0,3,130.0,4,2000.0,1,0
1224,1,3,89.9,0,2000.0,1,0
1225,0,2,77.0,0,2000.0,1,0
1226,1,3,77.0,0,2000.0,1,0
1227,0,4,130.3,0,2005.0,1,0
1228,0,3,45.1,0,2006.0,1,0
1229,0,2,82.5,0,1996.0,1,0
1230,0,3,66.5,0,1988.0,1,0
1231,0,3,95.0,2,2000.0,1,0
1232,0,2,52.0,0,1985.0,1,0
1233,0,3,94.4,7,2002.0,1,0
1234,1,3,88.0,0,2000.0,1,0
1235,0,3,97.7,0,1997.0,1,0
1236,0,3,97.6,0,2009.0,1,0
1237,0,3,92.0,0,2000.0,1,0
1238,0,3,108.5,3,2019.0,1,0
1239,2,3,99.0,0,2020.0,1,0
1240,0,3,90.6,4,2004.0,1,0
1241,0,2,62.0,0,1988.0,1,0
1242,1,2,93.0,0,1998.0,1,0
1243,1,2,95.9,0,1998.0,1,0
1244,1,3,108.0,1,2000.0,1,0
1245,0,2,73.8,0,1999.0,1,0
1246,0,3,94.4,0,2001.0,1,0
1247,1,2,84.8,0,2006.0,1,0
1248,0,3,110.0,0,1995.0,1,0
1249,0,3,109.6,3,2019.0,1,0
1250,0,3,90.0,0,1986.0,1,0
1251,0,3,81.2,0,2013.0,1,0
1252,0,2,85.5,5,2008.0,1,0
1253,1,2,72.5,0,1995.0,1,0
1254,0,2,55.5,9,2018.0,1,0
1255,0,2,64.2,7,2002.0,1,0
1256,0,3,78.4,0,1996.0,1,0
1257,1,2,61.4,1,2000.0,1,0
1258,0,2,72.0,0,1997.0,1,0
1259,0,2,53.3,9,2016.0,1,0
1260,0,2,73.2,0,1996.0,1,0
1261,1,3,80.7,1,2015.0,1,0
1262,0,2,83.1,7,2003.0,1,0
1263,0,2,75.4,0,1997.0,1,0
1264,0,3,101.4,0,2008.0,1,0
1265,0,2,53.7,0,2006.0,1,0
1266,0,2,62.5,0,1989.0,1,0
1267,0,3,57.0,0,2000.0,1,0
1268,0,3,73.8,0,2004.0,1,0
1269,0,3,70.1,0,2000.0,1,0
1270,0,2,70.5,1,1986.0,1,0
1271,0,2,80.4,3,1997.0,1,0
1272,1,3,95.9,0,2000.0,1,0
1273,0,2,71.7,0,1991.0,1,0
1274,0,2,90.7,1,2015.0,1,0
1275,0,3,80.3,3,2001.0,0,0
1276,0,2,68.0,0,2002.0,1,0
1277,0,2,83.0,1,1998.0,1,0
1278,0,2,92.6,0,2004.0,1,0
1279,0,2,75.8,0,1996.0,1,0
1280,1,3,122.7,0,2014.0,1,0
1281,0,2,81.9,0,2001.0,1,0
1282,0,2,87.3,0,2008.0,1,0
1283,0,3,101.7,3,2003.0,1,0
1284,0,2,91.5,5,2004.0,1,0
1285,0,3,137.4,0,1992.0,1,0
1286,0,2,70.7,0,1994.0,1,0
1287,0,3,81.0,0,2005.0,1,0
1288,0,3,94.8,0,2002.0,1,0
1289,0,3,82.9,3,2001.0,1,0
1290,0,3,74.5,0,2000.0,1,0
1291,0,2,78.9,0,1989.0,1,0
1292,0,2,88.0,8,2000.0,1,0
1293,0,2,68.0,1,1997.0,1,0
1294,0,2,84.0,3,2000.0,1,0
1295,0,2,76.4,5,1997.0,1,0
1296,1,3,84.0,0,1991.0,1,0
1297,0,2,80.0,0,1999.0,1,0
1298,0,2,88.9,0,1993.0,1,0
1299,0,3,62.5,0,1989.0,1,0
1300,0,4,134.8,0,2000.0,1,0
1301,0,2,51.0,5,2004.0,1,0
1302,0,2,85.2,0,2002.0,0,0
1303,1,2,90.5,0,1996.0,1,0
1304,0,3,99.4,0,1990.0,1,0
1305,0,3,89.3,5,1986.0,1,0
1306,0,2,64.9,0,1992.0,1,0
1307,0,3,87.3,0,2000.0,1,0
1308,0,2,73.2,0,2003.0,1,0
1309,0,3,137.8,0,2007.0,1,0
1310,1,3,90.3,1,2000.0,1,0
1311,0,3,88.1,9,2000.0,1,0
1312,0,2,60.0,1,2011.0,1,0
1313,0,3,126.1,3,2003.0,1,0
1314,1,2,67.7,0,2000.0,1,0
1315,0,3,75.3,0,1993.0,1,0
1316,0,3,101.4,0,2009.0,1,0
1317,0,2,65.9,0,2003.0,1,0
1318,0,3,158.1,1,2000.0,1,0
1319,1,2,88.1,1,2000.0,1,0
1320,0,3,96.2,6,2000.0,1,0
1321,0,2,83.8,0,1992.0,1,0
1322,0,2,63.6,0,1996.0,1,0
1323,1,3,95.4,0,2000.0,1,0
1324,0,3,90.0,0,1991.0,1,0
1325,0,3,93.7,0,2000.0,1,0
1326,0,3,65.0,0,1984.0,1,0
1327,0,3,96.0,1,2002.0,1,0
1328,0,3,73.0,0,2005.0,1,0
1329,0,3,98.9,8,2008.0,1,0
1330,1,3,83.6,1,1996.0,1,0
1331,1,2,49.9,0,2000.0,1,0
1332,0,3,96.9,0,1993.0,1,0
