标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签,城市
吕厝双地铁口江宁里框架大2房精装拎包入住,368,46891元/㎡,江宁里,湖里,2,78.5㎡,南北,1999年建造,"['南北', '满二年', '近地铁']",厦门
南北通透 2室1厅 企业力荐好房诚意出售,330,52582元/㎡,龙虎南里,思明,2,62.8㎡,南北,1997年建造,"['南北', '满五年']",厦门
南北通透 2室2厅 企业力荐好房诚意出售,398,49546元/㎡,翔鹭花城三期,湖里,2,80.3㎡,南北,2000年建造,"['南北', '满五年', '近地铁']",厦门
仅一套 新华城 高层朝南大三房 精装修 海景 空户实小,1550,131814元/㎡,新华城,思明,3,117.6㎡,南北,2009年建造,"['南北', '满五年', '近地铁', '车位充足']",厦门
华昌 湖里中学，68平两房275万，南北朝向，古龙公寓旁,275,40585元/㎡,兴湖花园,湖里,2,67.8㎡,南,2000年建造,"['南', '满五年', '近地铁', '车位充足']",厦门
滨北市府旁 超高层山景海景 精装修4房 视野无遮挡 风景如画,1050,76744元/㎡,禹洲世纪海湾,思明,4,136.8㎡,西,2008年建造,"['西', '满二年', '近地铁']",厦门
地铁口 南山路 近sm 湖里中学 三房两厅两卫 满五省税,500,44643元/㎡,禹洲新村,湖里,3,112㎡,南北,2000年建造,"['南北', '满五年', '近地铁']",厦门
精装小三房 南北通透 全明格局 厅带阳台朝南,468,58508元/㎡,仙阁里花园,思明,3,80㎡,东南,1996年建造,"['东南', '房东诚售', '近地铁']",厦门
东渡海上世界，地铁口旁,410,54990元/㎡,双狮南里,湖里,2,74.6㎡,南北,1993年建造,"['南北', '满二年', '近地铁']",厦门
50平露台独立使用，吕厝地铁口东方巴黎广场三期直排，南北三房,780,57181元/㎡,东方巴黎广场,湖里,3,136.4㎡,南北,2003年建造,"['南北', '满二年', '近地铁', '绿化率高']",厦门
莲坂地铁 580万 102平南北通透大三房 一梯两户 湖明小,580,56863元/㎡,富源世家,思明,3,102㎡,南北,2004年建造,"['南北', '满二年', '近地铁', '车位充足']",厦门
正南 2室2厅 企业力荐好房诚意出售,400,47620元/㎡,园山小区,湖里,2,84㎡,南,2000年建造,"['南', '满五年', '近地铁']",厦门
店上东里新出中层3房 全明户型 有钥匙,450,48850元/㎡,前埔南小区(店上东里),思明,3,92.1㎡,南北,2000年建造,"['南北', '满五年', '配套成熟']",厦门
低于30万 朝南 江头吕厝，建邦大厦 电梯边套好改3房满五年,358,46482元/㎡,建邦大厦,湖里,2,77㎡,南北,2007年建造,"['南北', '满二年', '近地铁', '车位充足']",厦门
急售江头三小旁，地铁口，电梯4房，精装修，拎包入住,499,43581元/㎡,国泰大厦,湖里,4,114.5㎡,南北,2001年建造,"['南北', '满五年', '近地铁']",厦门
江头公园校园旁电梯高层四房国联大厦二胎三胎换房优选国联大厦,559,45809元/㎡,国联大厦,湖里,4,122㎡,东北,2000年建造,"['东北', '满二年', '近地铁']",厦门
双地铁口 03年建成 中层南北通透全明2房可改3房 换房诚售,368,48697元/㎡,奔马馨园,湖里,2,75.6㎡,南,2004年建造,"['南', '满二年', '近地铁']",厦门
海峡国际天璟 急售4房 比同户型低200万 地铁口,1130,67007元/㎡,海峡国际天璟,思明,4,168.6㎡,南北,2019年建造,"['南北', '满二年', '近地铁', '绿化率高']",厦门
地铁口 新盘 海峡国际天璟 横厅 三房 朝南 落地窗管家物业,990,62878元/㎡,海峡国际天璟,思明,3,157.5㎡,南,2018年建造,"['南', '满二年', '近地铁', '绿化率高']",厦门
观音山塔埔水晶两房 带电梯东南向,412,46819元/㎡,塔埔社区西区,思明,2,88㎡,东南,2011年建造,"['东南', '满五年', '近地铁', '绿化率高']",厦门
大2房，3楼，前后外阔大，带车位，带20万精装,410,78847元/㎡,槟榔东里(单号区),思明,2,52㎡,南北,1988年建造,"['南北', '满五年', '近地铁']",厦门
英才商厦3室2厅2卫398万44.01平方米,398,90434元/㎡,英才商厦,思明,3,44㎡,西南,2000年建造,"['西南', '满五年', '近地铁', '车位充足']",厦门
正南 3室2厅 企业力荐好房诚意出售,610,65982元/㎡,大埔头小区,思明,3,92.5㎡,南,1995年建造,"['南', '近地铁']",厦门
地铁口400米，上华昌 升湖里中学， 楼层精装修拎包入住,288,46799元/㎡,悦华公寓,湖里,2,61.5㎡,南,1997年建造,"['南', '满二年', '近地铁']",厦门
2室1厅 中交和美新城(公寓住宅) 满二 80平 房东急置换,390,48514元/㎡,中交和美新城(公寓住宅),集美,2,80.4㎡,南,2020年建造,"['南', '满二年', '近地铁', '车位充足']",厦门
电梯房 2室1厅 南北通透 中交和美新城(公寓住宅) 80平,390,48635元/㎡,中交和美新城(公寓住宅),集美,2,80.2㎡,南北,2020年建造,"['南北', '满二年', '近地铁', '车位充足']",厦门
枋湖客运旁 05年封闭小区 正规三房 仅售380万 南北通透,380,44450元/㎡,安泰花园,湖里,3,85.5㎡,南北,2005年建造,"['南北', '满二年', '近地铁']",厦门
东渡六中隔壁滨海森林，电梯三房急售，产权证在手，出价就卖,558,52942元/㎡,滨海森林,湖里,3,105.4㎡,东,2003年建造,"['东', '房东诚售', '满五年', '近地铁']",厦门
满二年 南北向 二室一厅 精装修 文灶,303,54302元/㎡,文屏山庄(二期),思明,2,55.8㎡,南北,2003年建造,"['南北', '近地铁', '多人关注']",厦门
店长江头地铁口全明大三房稀有房源诚意出售,660,52030元/㎡,新景华府国际,湖里,3,126.9㎡,南北,2013年建造,"['南北', '满五年', '近地铁']",厦门
3室2厅 精装修 企业力荐好房诚意出售,1098,89407元/㎡,中央湾区珊瑚海,湖里,3,122.8㎡,东西,2000年建造,"['东西', '近地铁']",厦门
高层看海景 横厅设计 保养佳 可改性强,1328,86122元/㎡,海峡国际社区(二期),思明,4,154.2㎡,东南,2010年建造,"['东南', '有电梯', '近地铁', '绿化率高']",厦门
满二年 东南向 二室二厅 精装修,850,87207元/㎡,华侨海景城,思明,2,97.5㎡,东南,2004年建造,"['东南', '有电梯', '近地铁']",厦门
带阳台朝南 自住装修 拎包入住 价格可谈,528,57473元/㎡,第二城幸福生活,湖里,2,91.9㎡,东南,2006年建造,"['东南', '满五年', '近地铁']",厦门
田园式小区 自住装修 稳定出售 看房方便,535,57989元/㎡,第二城幸福生活,湖里,2,92.3㎡,南,2006年建造,"['南', '满五年', '近地铁']",厦门
3室2厅 精装修 企业力荐好房诚意出售,818,64921元/㎡,宏华大厦,思明,3,126㎡,东北,2003年建造,"['东北', '满五年', '近地铁', '车位充足']",厦门
急售！再降20 看房有锁 东渡 仙岳山南北通透小三房价格可谈,375,52433元/㎡,港务小区,湖里,3,71.5㎡,南北,1995年建造,"['南北', '满二年', '近地铁']",厦门
莲花 禾丰新景楼中楼 很久出一套 4房2厅3卫 自住新装1年,1060,114968元/㎡,禾丰新景,思明,4,92.2㎡,南北,2017年建造,"['南北', '满二年', '近地铁']",厦门
正南 2室2厅 企业力荐好房诚意出售,650,63832元/㎡,华天花园,思明,2,101.8㎡,南,2005年建造,"['南', '有电梯', '近地铁']",厦门
送露台 禾祥东万象城 后排看中庭 东方巴黎旁电梯小区南北4房,889,63081元/㎡,千禧园,思明,4,140.9㎡,南北,2004年建造,"['南北', '满五年', '近地铁']",厦门
玉滨城 3房2厅 舒适居家 生活便利,1160,95059元/㎡,玉滨城(二期),思明,3,122㎡,西北,2004年建造,"['西北', '有电梯', '近地铁']",厦门
地铁口南北通透精装修 3室2厅天安,368,44879元/㎡,芙蓉苑,湖里,3,82㎡,南北,1998年建造,"['南北', '满五年', '近地铁', '多人关注']",厦门
故宫路华盛花园 新家园旁三房户型 封闭小区116平 鹭景海鲜,698,59848元/㎡,故宫商厦,思明,3,116.6㎡,东西,1999年建造,"['东西', '满五年', '近地铁', '车位充足']",厦门
460W 空户 简单装修 南北通透 鸿禧花园 满五 全明户型,450,58306元/㎡,鸿禧花园,思明,2,77.2㎡,南北,2006年建造,"['南北', '满五年', '近地铁']",厦门
满二年 南北向 三室二厅 简单装修 瑞景,635,52480元/㎡,华林绿景花园,思明,3,121㎡,南北,2004年建造,"['南北', '有电梯', '近地铁']",厦门
南北通透 3室2厅 企业力荐好房诚意出售,395,50000元/㎡,湖里大唐世家(一期公寓住宅),湖里,3,79㎡,南北,2008年建造,"['南北', '满五年', '近地铁']",厦门
南北通透 3室2厅 精装修,628,61569元/㎡,厦港花园,思明,3,102㎡,南北,1992年建造,"['南北', '有电梯', '近地铁', '车位充足']",厦门
正南 3室2厅 企业力荐好房诚意出售,560,45895元/㎡,万景花园,湖里,3,122㎡,南,2000年建造,"['南', '满五年', '近地铁']",厦门
近地铁口，怡景花园，67平两房只售278万，业主急售,278,41493元/㎡,怡景花园,湖里,2,67㎡,东南,1996年建造,"['东南', '满二年', '近地铁']",厦门
双地铁口，世纪嘉园（东区），72平南北通透两房，满五年,350,48598元/㎡,世纪嘉园(东区),湖里,2,72㎡,南,2000年建造,"['南', '满二年', '近地铁', '车位充足']",厦门
店上西里 一楼带花园 有钥匙方便看房 全明户型,438,47656元/㎡,前埔南小区(店上西里),思明,3,91.9㎡,南北,2000年建造,"['南北', '满五年', '配套成熟']",厦门
华幼！公园小！ 仅488万 溪岸路 小户型 南北通透 可停车,435,75000元/㎡,溪岸路59号小区,思明,2,58㎡,南北,1990年建造,"['南北', '满五年', '近地铁']",厦门
南北通透 3室2厅 企业力荐好房诚意出售,528,46594元/㎡,永升新城,湖里,3,113.3㎡,南北,2002年建造,"['南北', '满二年', '近地铁']",厦门
湖滨南路故宫路十一中旁带花园的房子出售,408,63266元/㎡,港务局宿舍(湖滨南路),思明,2,64.5㎡,南北,1985年建造,"['南北', '唯一住房', '近地铁']",厦门
实验二小 一中双十 文园路文灶地铁口 阳光精装2房 378万,378,74118元/㎡,文园路1-57号小区,思明,2,51㎡,南北,1980年建造,"['南北', '满二年', '近地铁']",厦门
南北向 三室一厅 简单装修,398,48372元/㎡,绿洲花园,思明,3,82.3㎡,南北,1998年建造,"['南北', '近地铁', '车位充足']",厦门
满五年 南北向 三室二厅 高端装修 金尚,425,49575元/㎡,玉鹭苑,湖里,3,85.7㎡,南北,2000年建造,"['南北', '近地铁', '车位充足']",厦门
正南 2室2厅 企业力荐好房诚意出售,650,61917元/㎡,世茂湖滨首府(D区),湖里,2,105㎡,南,2015年建造,"['南', '满二年', '近地铁']",厦门
西北向 三室二厅 简单装修 莲花,768,58077元/㎡,莲花大厦,思明,3,132.2㎡,西北,2003年建造,"['西北', '有电梯', '近地铁', '车位充足']",厦门
滨北筼筜湖 咖啡一条街 地铁2号线旁建业大厦,560,54280元/㎡,建业大厦,思明,2,103.2㎡,东南,1984年建造,"['东南', '满五年', '近地铁', '车位充足']",厦门
正南 2室1厅 企业力荐好房诚意出售,420,85193元/㎡,禾祥首府,思明,2,49.3㎡,南,2008年建造,"['南', '满二年', '近地铁']",厦门
火车站旁 BRT沿线 安静社区 精装5房南北通透 彩光满满,698,52823元/㎡,元利花园(西区),思明,5,132.1㎡,南北,2000年建造,"['南北', '满二年', '近地铁', '绿化率高']",厦门
万科金域蓝湾二期2居地铁电梯满五,635,72439元/㎡,万科金域蓝湾(二期),思明,2,87.7㎡,南,2008年建造,"['南', '满五年', '近地铁', '车位充足']",厦门
南北通透 3室1厅 精装修,348,73310元/㎡,古龙公寓,湖里,3,47.5㎡,南北,2005年建造,"['南北', '有电梯', '近地铁']",厦门
华成花园73.75平375万2室2厅1卫,375,50848元/㎡,华成花园,湖里,2,73.8㎡,南北,1998年建造,"['南北', '满五年', '近地铁']",厦门
南北通透 2室1厅 精装修,810,79241元/㎡,宝嘉誉峰,思明,2,102.2㎡,南北,2000年建造,"['南北', '满二年', '近地铁', '车位充足']",厦门
南北向 三室二厅 简单装修 东浦,828,64187元/㎡,东坪山庄,思明,3,129㎡,南北,2003年建造,"['南北', '有电梯', '近地铁']",厦门
满五年，西南向，三室二厅，可改4房,715,56384元/㎡,安宝大厦,思明,3,126.8㎡,西南,2003年建造,"['西南', '有电梯', '近地铁']",厦门
火车站低于行情50万 精装修 满二 南北通透 房东急置换 .,635,62717元/㎡,百源双玺,思明,3,101.3㎡,南北,2007年建造,"['南北', '满二年', '近地铁']",厦门
近地铁口，首付70万，芙蓉苑72平三房只售289万，业主急售,295,41047元/㎡,芙蓉苑,湖里,3,71.9㎡,南北,1999年建造,"['南北', '满五年', '近地铁', '多人关注']",厦门
满二年 南北向 二室一厅 精装修 滨海社区,415,49055元/㎡,海晟维多利亚,海沧,2,84.6㎡,南北,2008年建造,"['南北', '有电梯', '近地铁', '绿化率高']",厦门
2室1厅 企业力荐好房诚意出售,315,68449元/㎡,嘉华大厦,思明,2,46㎡,北,2004年建造,"['北', '满五年', '近地铁']",厦门
思北BRT沿线 厦禾路08年小区 南北通透 2房 双十 一中,437,80956元/㎡,假日香港广场,思明,2,54㎡,南北,2008年建造,"['南北', '满五年', '近地铁']",厦门
！中间楼层，南北2房！低总价！价格可聊！,335,52840元/㎡,江浦南里,湖里,2,63.4㎡,南北,1998年建造,"['南北', '有电梯', '近地铁']",厦门
世茂湖滨精装4房高层景观房装修好看房方便,1060,78241元/㎡,世茂湖滨首府(D区),湖里,4,135.5㎡,南,2010年建造,"['南', '有电梯', '近地铁']",厦门
变现急售 单价5.8万买世茂中高层毛坯大两房个人代理,610,58728元/㎡,世茂湖滨首府(D区),湖里,2,103.9㎡,南,2016年建造,"['南', '满二年', '近地铁']",厦门
万达旁临近 地铁口翔鹭花城一期精装大3房 省个税 拎包入住,510,43442元/㎡,翔鹭花城(一期),湖里,3,117.4㎡,东南,2000年建造,"['东南', '满五年', '近地铁']",厦门
滨北地铁口超大阳台 高层海景大3房 轻松改四房 阳光足 安静,930,76130元/㎡,禹洲世纪海湾,思明,3,122.2㎡,东西,2008年建造,"['东西', '满五年', '近地铁']",厦门
光明大厦121.83平847万3室2厅2卫,790,64845元/㎡,光明大厦,思明,3,121.8㎡,南,2000年建造,"['南', '满五年', '近地铁', '车位充足']",厦门
火车站，电梯高层，凯旋广场，全明户型，万象城旁，阳光满屋,658,55636元/㎡,凯旋广场,思明,4,118.3㎡,南北,2018年建造,"['南北', '满二年', '近地铁', '车位充足']",厦门
古楼北里精装2房2厅 厅带阳台朝南 满五 免个税,388,52970元/㎡,古楼北里,思明,2,73.3㎡,南北,2000年建造,"['南北', '满五年', '配套成熟']",厦门
湖滨南 电子城 精装两房 356万,356,67501元/㎡,假日e时代,思明,2,52.7㎡,南,2004年建造,"['南', '满二年', '近地铁']",厦门
滨北 万禾春天 仙岳海景大厦 仙岳山庄3房2厅2卫 南北满五,658,58562元/㎡,仙岳山庄(公寓住宅),思明,3,112.4㎡,南北,2002年建造,"['南北', '满五年', '近地铁', '绿化率高']",厦门
高楼层 厅带阳台朝南，三个卧室朝东，轻松做四房，单价4.8万,672,48991元/㎡,侨旺大厦,思明,3,137.2㎡,东南,1999年建造,"['东南', '满五年', '近地铁']",厦门
南轿巷民立 正规三房，格局方正全明采光，业主诚意出售,498,66400元/㎡,南轿巷小区(公寓住宅),思明,3,75㎡,南北,1992年建造,"['南北', '满二年', '近地铁']",厦门
满二年 正南向 二室二厅 简单装修,508,68042元/㎡,联发欣悦园,湖里,2,74.7㎡,南,2010年建造,"['南', '有电梯', '近地铁']",厦门
东渡六中边上 滨海森林大两房 带一个车库 户型方正 采光足,480,59569元/㎡,滨海森林,湖里,2,80.6㎡,南北,2000年建造,"['南北', '满五年', '近地铁']",厦门
1号线地铁口，中层3房，才卖2房的价格，快来看看啊,305,41787元/㎡,芙蓉苑,湖里,3,73㎡,南北,2000年建造,"['南北', '满二年', '近地铁']",厦门
满五年 正南向 二室二厅 高端装修,429,48138元/㎡,海晟维多利亚,海沧,2,89.1㎡,南,2014年建造,"['南', '有电梯', '近地铁', '绿化率高']",厦门
鸿禧花园 3房2厅 超大双阳台,678,57801元/㎡,鸿禧花园,思明,3,117.3㎡,南北,2006年建造,"['南北', '满五年', '近地铁']",厦门
